n_features,n_classes,min_pair_class_frac_hard,centroid_hard,centroid_soft,pooled_hard,pooled_soft,pair_hard,pair_soft,diag_hard,diag_soft,cov_logodds,ovr,contrastive,seed
8,3,0.3635423145361749,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,1.0,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,14
8,3,0.3595391095434997,0.9285714285714287,0.9761904761904763,1.0,1.0,1.0,1.0,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,14
8,3,0.3812938025358295,0.9523809523809524,0.9523809523809524,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,14
8,3,0.4346191932957377,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14
8,3,0.4528177367708566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9761904761904763,1.0,1.0,15
8,3,0.42501586329782437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9761904761904763,1.0,1.0,15
8,3,0.4943631270511315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15
8,3,0.24748329780135367,0.7619047619047621,0.8333333333333335,0.9523809523809524,0.9523809523809524,0.9761904761904763,1.0,0.8571428571428572,0.9047619047619048,0.9761904761904763,0.9523809523809524,1.0,15
8,3,0.44378269378183915,0.9761904761904763,0.9523809523809524,1.0,0.9761904761904763,1.0,1.0,1.0,0.9761904761904763,0.9761904761904763,1.0,1.0,15
8,3,0.3148231492594686,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,1.0,1.0,1.0,0.9761904761904763,1.0,1.0,15
8,3,0.48225751584526955,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,1.0,1.0,15
8,3,0.45315082043449845,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,1.0,15
